	field	enumeration	enumeration_description
407	in.county	CA, Alpine County	
408	in.county	CA, Amador County	
409	in.county	CA, Butte County	
410	in.county	CA, Calaveras County	
411	in.county	CA, Colusa County	
412	in.county	CA, Contra Costa County	
413	in.county	CA, Del Norte County	
414	in.county	CA, El Dorado County	
415	in.county	CA, Fresno County	
416	in.county	CA, Glenn County	
417	in.county	CA, Humboldt County	
418	in.county	CA, Imperial County	
419	in.county	CA, Inyo County	
420	in.county	CA, Kern County	
421	in.county	CA, Kings County	
422	in.county	CA, Lake County	
423	in.county	CA, Lassen County	
424	in.county	CA, Los Angeles County	
425	in.county	CA, Madera County	
426	in.county	CA, Marin County	
427	in.county	CA, Mariposa County	
428	in.county	CA, Mendocino County	
429	in.county	CA, Merced County	
430	in.county	CA, Modoc County	
431	in.county	CA, Mono County	
432	in.county	CA, Monterey County	
433	in.county	CA, Napa County	
434	in.county	CA, Nevada County	
435	in.county	CA, Orange County	
436	in.county	CA, Placer County	
437	in.county	CA, Plumas County	
438	in.county	CA, Riverside County	
439	in.county	CA, Sacramento County	
440	in.county	CA, San Benito County	
441	in.county	CA, San Bernardino County	
442	in.county	CA, San Diego County	
443	in.county	CA, San Francisco County	
444	in.county	CA, San Joaquin County	
445	in.county	CA, San Luis Obispo County	
446	in.county	CA, San Mateo County	
447	in.county	CA, Santa Barbara County	
448	in.county	CA, Santa Clara County	
449	in.county	CA, Santa Cruz County	
450	in.county	CA, Shasta County	
451	in.county	CA, Sierra County	
452	in.county	CA, Siskiyou County	
453	in.county	CA, Solano County	
454	in.county	CA, Sonoma County	
455	in.county	CA, Stanislaus County	
456	in.county	CA, Sutter County	
457	in.county	CA, Tehama County	
458	in.county	CA, Trinity County	
459	in.county	CA, Tulare County	
460	in.county	CA, Tuolumne County	
461	in.county	CA, Ventura County	
462	in.county	CA, Yolo County	
463	in.county	CA, Yuba County	
464	in.county	CO, Adams County	
465	in.county	CO, Alamosa County	
466	in.county	CO, Arapahoe County	
467	in.county	CO, Archuleta County	
468	in.county	CO, Baca County	
469	in.county	CO, Bent County	
470	in.county	CO, Boulder County	
471	in.county	CO, Broomfield County	
472	in.county	CO, Chaffee County	
473	in.county	CO, Cheyenne County	
474	in.county	CO, Clear Creek County	
475	in.county	CO, Conejos County	
476	in.county	CO, Costilla County	
477	in.county	CO, Crowley County	
478	in.county	CO, Custer County	
479	in.county	CO, Delta County	
480	in.county	CO, Denver County	
481	in.county	CO, Dolores County	
482	in.county	CO, Douglas County	
483	in.county	CO, Eagle County	
484	in.county	CO, El Paso County	
485	in.county	CO, Elbert County	
486	in.county	CO, Fremont County	
487	in.county	CO, Garfield County	
488	in.county	CO, Gilpin County	
489	in.county	CO, Grand County	
490	in.county	CO, Gunnison County	
491	in.county	CO, Hinsdale County	
492	in.county	CO, Huerfano County	
493	in.county	CO, Jackson County	
494	in.county	CO, Jefferson County	
495	in.county	CO, Kiowa County	
496	in.county	CO, Kit Carson County	
497	in.county	CO, La Plata County	
498	in.county	CO, Lake County	
499	in.county	CO, Larimer County	
500	in.county	CO, Las Animas County	
501	in.county	CO, Lincoln County	
502	in.county	CO, Logan County	
503	in.county	CO, Mesa County	
504	in.county	CO, Mineral County	
505	in.county	CO, Moffat County	
506	in.county	CO, Montezuma County	
507	in.county	CO, Montrose County	
508	in.county	CO, Morgan County	
509	in.county	CO, Otero County	
510	in.county	CO, Ouray County	
511	in.county	CO, Park County	
512	in.county	CO, Phillips County	
513	in.county	CO, Pitkin County	
514	in.county	CO, Prowers County	
515	in.county	CO, Pueblo County	
516	in.county	CO, Rio Blanco County	
517	in.county	CO, Rio Grande County	
518	in.county	CO, Routt County	
519	in.county	CO, Saguache County	
520	in.county	CO, San Juan County	
521	in.county	CO, San Miguel County	
522	in.county	CO, Sedgwick County	
523	in.county	CO, Summit County	
524	in.county	CO, Teller County	
525	in.county	CO, Washington County	
526	in.county	CO, Weld County	
527	in.county	CO, Yuma County	
528	in.county	CT, Fairfield County	
529	in.county	CT, Hartford County	
530	in.county	CT, Litchfield County	
531	in.county	CT, Middlesex County	
532	in.county	CT, New Haven County	
533	in.county	CT, New London County	
534	in.county	CT, Tolland County	
535	in.county	CT, Windham County	
536	in.county	DC, District of Columbia	
537	in.county	DE, Kent County	
538	in.county	DE, New Castle County	
539	in.county	DE, Sussex County	
540	in.county	FL, Alachua County	
541	in.county	FL, Baker County	
542	in.county	FL, Bay County	
543	in.county	FL, Bradford County	
544	in.county	FL, Brevard County	
545	in.county	FL, Broward County	
546	in.county	FL, Calhoun County	
547	in.county	FL, Charlotte County	
548	in.county	FL, Citrus County	
549	in.county	FL, Clay County	
550	in.county	FL, Collier County	
551	in.county	FL, Columbia County	
552	in.county	FL, DeSoto County	
553	in.county	FL, Dixie County	
554	in.county	FL, Duval County	
555	in.county	FL, Escambia County	
556	in.county	FL, Flagler County	
557	in.county	FL, Franklin County	
558	in.county	FL, Gadsden County	
559	in.county	FL, Gilchrist County	
560	in.county	FL, Glades County	
561	in.county	FL, Gulf County	
562	in.county	FL, Hamilton County	
563	in.county	FL, Hardee County	
564	in.county	FL, Hendry County	
565	in.county	FL, Hernando County	
566	in.county	FL, Highlands County	
567	in.county	FL, Hillsborough County	
568	in.county	FL, Holmes County	
569	in.county	FL, Indian River County	
570	in.county	FL, Jackson County	
571	in.county	FL, Jefferson County	
572	in.county	FL, Lafayette County	
573	in.county	FL, Lake County	
574	in.county	FL, Lee County	
575	in.county	FL, Leon County	
576	in.county	FL, Levy County	
577	in.county	FL, Liberty County	
578	in.county	FL, Madison County	
579	in.county	FL, Manatee County	
580	in.county	FL, Marion County	
581	in.county	FL, Martin County	
582	in.county	FL, Miami-Dade County	
583	in.county	FL, Monroe County	
584	in.county	FL, Nassau County	
585	in.county	FL, Okaloosa County	
586	in.county	FL, Okeechobee County	
587	in.county	FL, Orange County	
588	in.county	FL, Osceola County	
589	in.county	FL, Palm Beach County	
590	in.county	FL, Pasco County	
591	in.county	FL, Pinellas County	
592	in.county	FL, Polk County	
593	in.county	FL, Putnam County	
594	in.county	FL, Santa Rosa County	
595	in.county	FL, Sarasota County	
596	in.county	FL, Seminole County	
597	in.county	FL, St. Johns County	
598	in.county	FL, St. Lucie County	
599	in.county	FL, Sumter County	
600	in.county	FL, Suwannee County	
601	in.county	FL, Taylor County	
602	in.county	FL, Union County	
603	in.county	FL, Volusia County	
604	in.county	FL, Wakulla County	
605	in.county	FL, Walton County	
606	in.county	FL, Washington County	
607	in.county	GA, Appling County	
608	in.county	GA, Atkinson County	
609	in.county	GA, Bacon County	
610	in.county	GA, Baker County	
611	in.county	GA, Baldwin County	
612	in.county	GA, Banks County	
613	in.county	GA, Barrow County	
614	in.county	GA, Bartow County	
615	in.county	GA, Ben Hill County	
616	in.county	GA, Berrien County	
617	in.county	GA, Bibb County	
618	in.county	GA, Bleckley County	
619	in.county	GA, Brantley County	
620	in.county	GA, Brooks County	
621	in.county	GA, Bryan County	
622	in.county	GA, Bulloch County	
623	in.county	GA, Burke County	
624	in.county	GA, Butts County	
625	in.county	GA, Calhoun County	
626	in.county	GA, Camden County	
627	in.county	GA, Candler County	
628	in.county	GA, Carroll County	
629	in.county	GA, Catoosa County	
630	in.county	GA, Charlton County	
631	in.county	GA, Chatham County	
632	in.county	GA, Chattahoochee County	
633	in.county	GA, Chattooga County	
634	in.county	GA, Cherokee County	
635	in.county	GA, Clarke County	
636	in.county	GA, Clay County	
637	in.county	GA, Clayton County	
638	in.county	GA, Clinch County	
639	in.county	GA, Cobb County	
640	in.county	GA, Coffee County	
641	in.county	GA, Colquitt County	
642	in.county	GA, Columbia County	
643	in.county	GA, Cook County	
644	in.county	GA, Coweta County	
645	in.county	GA, Crawford County	
646	in.county	GA, Crisp County	
647	in.county	GA, Dade County	
648	in.county	GA, Dawson County	
649	in.county	GA, DeKalb County	
650	in.county	GA, Decatur County	
651	in.county	GA, Dodge County	
652	in.county	GA, Dooly County	
653	in.county	GA, Dougherty County	
654	in.county	GA, Douglas County	
655	in.county	GA, Early County	
656	in.county	GA, Echols County	
657	in.county	GA, Effingham County	
658	in.county	GA, Elbert County	
659	in.county	GA, Emanuel County	
660	in.county	GA, Evans County	
661	in.county	GA, Fannin County	
662	in.county	GA, Fayette County	
663	in.county	GA, Floyd County	
664	in.county	GA, Forsyth County	
665	in.county	GA, Franklin County	
666	in.county	GA, Fulton County	
667	in.county	GA, Gilmer County	
668	in.county	GA, Glascock County	
669	in.county	GA, Glynn County	
670	in.county	GA, Gordon County	
671	in.county	GA, Grady County	
672	in.county	GA, Greene County	
673	in.county	GA, Gwinnett County	
674	in.county	GA, Habersham County	
675	in.county	GA, Hall County	
676	in.county	GA, Hancock County	
677	in.county	GA, Haralson County	
678	in.county	GA, Harris County	
679	in.county	GA, Hart County	
680	in.county	GA, Heard County	
681	in.county	GA, Henry County	
682	in.county	GA, Houston County	
683	in.county	GA, Irwin County	
684	in.county	GA, Jackson County	
685	in.county	GA, Jasper County	
686	in.county	GA, Jeff Davis County	
687	in.county	GA, Jefferson County	
688	in.county	GA, Jenkins County	
689	in.county	GA, Johnson County	
690	in.county	GA, Jones County	
691	in.county	GA, Lamar County	
692	in.county	GA, Lanier County	
693	in.county	GA, Laurens County	
694	in.county	GA, Lee County	
695	in.county	GA, Liberty County	
696	in.county	GA, Lincoln County	
697	in.county	GA, Long County	
698	in.county	GA, Lowndes County	
699	in.county	GA, Lumpkin County	
700	in.county	GA, Macon County	
701	in.county	GA, Madison County	
702	in.county	GA, Marion County	
703	in.county	GA, McDuffie County	
704	in.county	GA, McIntosh County	
705	in.county	GA, Meriwether County	
706	in.county	GA, Miller County	
707	in.county	GA, Mitchell County	
708	in.county	GA, Monroe County	
709	in.county	GA, Montgomery County	
710	in.county	GA, Morgan County	
711	in.county	GA, Murray County	
712	in.county	GA, Muscogee County	
713	in.county	GA, Newton County	
714	in.county	GA, Oconee County	
715	in.county	GA, Oglethorpe County	
716	in.county	GA, Paulding County	
717	in.county	GA, Peach County	
718	in.county	GA, Pickens County	
719	in.county	GA, Pierce County	
720	in.county	GA, Pike County	
721	in.county	GA, Polk County	
722	in.county	GA, Pulaski County	
723	in.county	GA, Putnam County	
724	in.county	GA, Quitman County	
725	in.county	GA, Rabun County	
726	in.county	GA, Randolph County	
727	in.county	GA, Richmond County	
728	in.county	GA, Rockdale County	
729	in.county	GA, Schley County	
730	in.county	GA, Screven County	
731	in.county	GA, Seminole County	
732	in.county	GA, Spalding County	
733	in.county	GA, Stephens County	
734	in.county	GA, Stewart County	
735	in.county	GA, Sumter County	
736	in.county	GA, Talbot County	
737	in.county	GA, Taliaferro County	
738	in.county	GA, Tattnall County	
739	in.county	GA, Taylor County	
740	in.county	GA, Telfair County	
741	in.county	GA, Terrell County	
742	in.county	GA, Thomas County	
743	in.county	GA, Tift County	
744	in.county	GA, Toombs County	
745	in.county	GA, Towns County	
746	in.county	GA, Treutlen County	
747	in.county	GA, Troup County	
748	in.county	GA, Turner County	
749	in.county	GA, Twiggs County	
750	in.county	GA, Union County	
751	in.county	GA, Upson County	
752	in.county	GA, Walker County	
753	in.county	GA, Walton County	
754	in.county	GA, Ware County	
755	in.county	GA, Warren County	
756	in.county	GA, Washington County	
757	in.county	GA, Wayne County	
758	in.county	GA, Webster County	
759	in.county	GA, Wheeler County	
760	in.county	GA, White County	
761	in.county	GA, Whitfield County	
762	in.county	GA, Wilcox County	
763	in.county	GA, Wilkes County	
764	in.county	GA, Wilkinson County	
765	in.county	GA, Worth County	
766	in.county	IA, Adair County	
767	in.county	IA, Adams County	
768	in.county	IA, Allamakee County	
769	in.county	IA, Appanoose County	
770	in.county	IA, Audubon County	
771	in.county	IA, Benton County	
772	in.county	IA, Black Hawk County	
773	in.county	IA, Boone County	
774	in.county	IA, Bremer County	
775	in.county	IA, Buchanan County	
776	in.county	IA, Buena Vista County	
777	in.county	IA, Butler County	
778	in.county	IA, Calhoun County	
779	in.county	IA, Carroll County	
780	in.county	IA, Cass County	
781	in.county	IA, Cedar County	
782	in.county	IA, Cerro Gordo County	
783	in.county	IA, Cherokee County	
784	in.county	IA, Chickasaw County	
785	in.county	IA, Clarke County	
786	in.county	IA, Clay County	
787	in.county	IA, Clayton County	
788	in.county	IA, Clinton County	
789	in.county	IA, Crawford County	
790	in.county	IA, Dallas County	
791	in.county	IA, Davis County	
792	in.county	IA, Decatur County	
793	in.county	IA, Delaware County	
794	in.county	IA, Des Moines County	
795	in.county	IA, Dickinson County	
796	in.county	IA, Dubuque County	
797	in.county	IA, Emmet County	
798	in.county	IA, Fayette County	
799	in.county	IA, Floyd County	
800	in.county	IA, Franklin County	
801	in.county	IA, Fremont County	
802	in.county	IA, Greene County	
803	in.county	IA, Grundy County	
804	in.county	IA, Guthrie County	
805	in.county	IA, Hamilton County	
806	in.county	IA, Hancock County	
807	in.county	IA, Hardin County	
808	in.county	IA, Harrison County	
809	in.county	IA, Henry County	
810	in.county	IA, Howard County	
811	in.county	IA, Humboldt County	
812	in.county	IA, Ida County	
813	in.county	IA, Iowa County	
814	in.county	IA, Jackson County	
